50936
1 2 3
1 3 5
1 4 1
1 5 2
1 9 4
1 13 8
1 15 7
1 17 6
1 19 3
1 21 9
1 28 6
1 30 5
1 33 7
1 35 8
1 38 7
1 39 10
1 44 10
1 46 4
1 48 10
1 49 8
1 52 1
1 55 10
1 56 5
1 58 3
1 64 9
1 65 6
1 67 2
1 68 10
1 69 7
1 71 1
1 72 3
1 74 5
1 75 9
1 76 3
1 78 4
1 86 1
1 87 8
1 88 7
1 90 9
1 91 3
1 93 9
1 99 2
1 100 2
1 105 5
1 107 2
1 108 5
1 110 5
1 113 6
1 114 8
1 116 4
1 119 2
1 125 1
1 126 4
1 127 9
1 130 7
1 137 10
1 138 4
1 139 1
1 140 5
1 143 2
1 144 6
1 156 9
1 157 7
1 161 3
1 163 7
1 164 4
1 165 2
1 166 2
1 170 8
1 172 10
1 175 6
1 178 5
1 179 8
1 180 6
1 181 10
1 188 10
1 191 1
1 192 8
1 197 5
1 198 9
1 199 9
1 201 7
1 202 8
1 206 3
1 209 3
1 215 7
1 219 8
1 221 4
1 222 9
1 223 7
1 225 7
1 226 5
1 230 3
1 235 2
1 236 2
1 237 1
1 243 2
1 246 2
1 247 4
1 250 8
1 251 2
1 252 5
1 257 6
1 260 4
1 262 9
1 264 6
1 266 1
1 269 1
1 273 3
1 274 5
1 276 4
1 278 7
1 280 2
1 284 8
1 289 6
1 292 7
1 293 3
1 299 9
1 300 9
1 302 7
1 303 6
1 305 7
1 307 6
1 308 10
1 310 2
1 314 1
1 315 5
1 323 1
1 325 10
1 328 3
1 330 6
1 334 7
1 335 4
1 340 3
1 345 1
1 346 9
1 348 10
1 352 4
1 355 2
1 356 8
1 357 7
1 360 5
1 364 4
1 365 9
1 368 8
1 373 10
1 375 6
1 379 8
1 380 2
1 385 4
1 387 7
1 388 1
1 391 5
1 392 5
1 396 4
1 397 10
1 402 10
1 408 10
1 409 3
1 410 9
1 411 1
1 415 6
1 422 1
1 423 2
1 424 8
1 425 3
1 426 2
1 430 1
1 431 3
1 432 6
1 433 9
1 436 2
1 439 2
1 441 5
1 444 5
1 447 7
1 448 3
1 452 4
1 454 4
1 455 4
1 457 2
1 458 8
1 460 8
1 461 9
1 465 7
1 470 8
1 473 1
1 474 10
1 477 7
1 479 6
1 482 7
1 484 3
1 486 2
1 489 8
1 490 10
1 491 1
1 497 3
1 499 2
1 500 6
1 502 8
1 503 1
1 506 2
1 508 10
1 510 2
2 3 8
2 4 4
2 5 6
2 6 7
2 7 2
2 8 9
2 9 5
2 12 4
2 15 2
2 17 3
2 18 1
2 20 8
2 22 5
2 24 5
2 25 5
2 26 1
2 32 6
2 37 2
2 44 1
2 45 5
2 49 6
2 50 6
2 54 3
2 61 6
2 67 5
2 68 9
2 73 4
2 74 3
2 75 6
2 80 3
2 84 5
2 86 2
2 89 6
2 92 6
2 93 9
2 96 4
2 99 9
2 101 10
2 105 3
2 107 2
2 110 10
2 111 7
2 117 5
2 118 9
2 119 1
2 128 3
2 129 1
2 138 4
2 140 1
2 141 5
2 145 6
2 148 2
2 149 10
2 150 7
2 153 7
2 158 9
2 159 4
2 160 9
2 164 4
2 165 7
2 170 5
2 171 3
2 172 8
2 173 5
2 174 2
2 186 3
2 188 3
2 189 1
2 194 3
2 195 7
2 196 8
2 197 2
2 198 5
2 199 9
2 201 6
2 203 1
2 204 10
2 205 3
2 206 9
2 212 10
2 213 8
2 215 10
2 216 6
2 219 6
2 221 5
2 222 5
2 225 6
2 227 6
2 228 7
2 230 5
2 231 8
2 233 6
2 234 4
2 235 6
2 236 2
2 239 4
2 246 10
2 250 1
2 252 10
2 255 7
2 256 10
2 259 5
2 260 2
2 263 1
2 266 6
2 268 1
2 269 5
2 271 1
2 277 2
2 279 6
2 282 1
2 286 10
2 287 1
2 288 1
2 290 4
2 295 10
2 296 8
2 297 10
2 300 5
2 304 10
2 306 4
2 311 10
2 314 9
2 320 6
2 322 3
2 325 7
2 326 8
2 327 9
2 329 3
2 330 2
2 332 3
2 333 9
2 334 3
2 335 2
2 337 10
2 339 7
2 341 9
2 342 6
2 344 7
2 345 7
2 348 6
2 351 8
2 352 10
2 355 2
2 358 4
2 360 9
2 361 1
2 362 9
2 364 3
2 374 9
2 375 6
2 377 5
2 380 3
2 384 5
2 385 4
2 387 7
2 389 3
2 390 6
2 396 9
2 398 10
2 401 4
2 402 8
2 403 4
2 404 8
2 405 5
2 408 1
2 411 5
2 412 3
2 414 4
2 417 8
2 418 2
2 419 7
2 424 2
2 428 8
2 429 7
2 436 5
2 437 7
2 440 6
2 442 5
2 447 6
2 449 9
2 451 7
2 452 8
2 454 3
2 456 6
2 461 5
2 463 8
2 465 5
2 468 4
2 470 4
2 471 1
2 476 2
2 478 10
2 479 2
2 480 3
2 481 7
2 483 3
2 485 9
2 486 1
2 488 10
2 494 1
2 500 6
2 506 4
2 509 1
3 5 2
3 7 2
3 13 7
3 14 5
3 15 8
3 16 5
3 20 8
3 21 6
3 27 6
3 30 4
3 34 9
3 35 2
3 38 5
3 47 10
3 54 5
3 56 3
3 57 4
3 59 8
3 60 10
3 62 4
3 66 10
3 71 7
3 73 5
3 76 4
3 78 9
3 79 9
3 82 5
3 83 5
3 84 7
3 87 7
3 88 6
3 95 10
3 99 7
3 107 6
3 109 9
3 113 8
3 116 8
3 117 8
3 119 7
3 124 3
3 126 9
3 129 6
3 130 5
3 131 5
3 133 7
3 134 8
3 144 10
3 148 9
3 149 1
3 153 3
3 155 8
3 156 9
3 158 8
3 164 4
3 166 3
3 170 6
3 171 1
3 173 4
3 175 4
3 178 10
3 182 9
3 185 8
3 186 7
3 187 1
3 190 5
3 194 4
3 195 10
3 199 7
3 200 4
3 203 9
3 211 6
3 212 10
3 216 9
